PassengerId,Survived,Pclass,Sex,Fare,Embarked,Agecut,Title,Familysize
444,1,2,female,13.0,S,adult,Miss,alone
445,1,3,male,8.1125,S,adult,Mr,alone
446,1,1,male,81.8583,S,child,Master,midfamily
447,1,2,female,19.5,S,child,Miss,midfamily
448,1,1,male,26.55,S,adult,Mr,alone
449,1,3,female,19.2583,C,child,Miss,largefamily
450,1,1,male,30.5,S,adult,rare,alone
451,0,2,male,27.75,S,adult,Mr,largefamily
452,0,3,male,19.9667,S,adult,Mr,midfamily
453,0,1,male,27.75,C,adult,Mr,alone
454,1,1,male,89.1042,C,adult,Mr,midfamily
455,0,3,male,8.05,S,adult,Mr,alone
456,1,3,male,7.8958,C,adult,Mr,alone
457,0,1,male,26.55,S,old,Mr,alone
458,1,1,female,51.8625,S,adult,Mrs,midfamily
459,1,2,female,10.5,S,adult,Miss,alone
460,0,3,male,7.75,Q,adult,Mr,alone
461,1,1,male,26.55,S,adult,Mr,alone
462,0,3,male,8.05,S,adult,Mr,alone
463,0,1,male,38.5,S,adult,Mr,alone
464,0,2,male,13.0,S,adult,Mr,alone
465,0,3,male,8.05,S,adult,Mr,alone
466,0,3,male,7.05,S,adult,Mr,alone
467,0,2,male,0.0,S,adult,Mr,alone
468,0,1,male,26.55,S,adult,Mr,alone
469,0,3,male,7.725,Q,adult,Mr,alone
470,1,3,female,19.2583,C,child,Miss,largefamily
471,0,3,male,7.25,S,adult,Mr,alone
472,0,3,male,8.6625,S,adult,Mr,alone
473,1,2,female,27.75,S,adult,Mrs,largefamily
474,1,2,female,13.7917,C,adult,Mrs,alone
475,0,3,female,9.8375,S,adult,Miss,alone
476,0,1,male,52.0,S,adult,Mr,alone
477,0,2,male,21.0,S,adult,Mr,midfamily
478,0,3,male,7.0458,S,adult,Mr,midfamily
479,0,3,male,7.5208,S,adult,Mr,alone
480,1,3,female,12.2875,S,child,Miss,midfamily
481,0,3,male,46.9,S,child,Master,largefamily
482,0,2,male,0.0,S,adult,Mr,alone
483,0,3,male,8.05,S,adult,Mr,alone
484,1,3,female,9.5875,S,old,Mrs,alone
485,1,1,male,91.0792,C,adult,Mr,midfamily
486,0,3,female,25.4667,S,adult,Miss,largefamily
487,1,1,female,90.0,S,adult,Mrs,midfamily
488,0,1,male,29.7,C,adult,Mr,alone
489,0,3,male,8.05,S,adult,Mr,alone
490,1,3,male,15.9,S,child,Master,midfamily
491,0,3,male,19.9667,S,adult,Mr,midfamily
492,0,3,male,7.25,S,adult,Mr,alone
493,0,1,male,30.5,S,adult,Mr,alone
494,0,1,male,49.5042,C,old,Mr,alone
495,0,3,male,8.05,S,adult,Mr,alone
496,0,3,male,14.4583,C,adult,Mr,alone
497,1,1,female,78.2667,C,adult,Miss,midfamily
498,0,3,male,15.1,S,adult,Mr,alone
499,0,1,female,151.55,S,adult,Mrs,largefamily
500,0,3,male,7.7958,S,adult,Mr,alone
501,0,3,male,8.6625,S,adult,Mr,alone
502,0,3,female,7.75,Q,adult,Miss,alone
503,0,3,female,7.6292,Q,adult,Miss,alone
504,0,3,female,9.5875,S,adult,Miss,alone
505,1,1,female,86.5,S,adult,Miss,alone
506,0,1,male,108.9,C,adult,Mr,midfamily
507,1,2,female,26.0,S,adult,Mrs,midfamily
508,1,1,male,26.55,S,adult,Mr,alone
509,0,3,male,22.525,S,adult,Mr,alone
510,1,3,male,56.4958,S,adult,Mr,alone
511,1,3,male,7.75,Q,adult,Mr,alone
512,0,3,male,8.05,S,adult,Mr,alone
513,1,1,male,26.2875,S,adult,Mr,alone
514,1,1,female,59.4,C,adult,Mrs,midfamily
515,0,3,male,7.4958,S,adult,Mr,alone
516,0,1,male,34.0208,S,adult,Mr,alone
517,1,2,female,10.5,S,adult,Mrs,alone
518,0,3,male,24.15,Q,adult,Mr,alone
519,1,2,female,26.0,S,adult,Mrs,midfamily
520,0,3,male,7.8958,S,adult,Mr,alone
521,1,1,female,93.5,S,adult,Miss,alone
522,0,3,male,7.8958,S,adult,Mr,alone
523,0,3,male,7.225,C,adult,Mr,alone
524,1,1,female,57.9792,C,adult,Mrs,midfamily
525,0,3,male,7.2292,C,adult,Mr,alone
526,0,3,male,7.75,Q,adult,Mr,alone
527,1,2,female,10.5,S,adult,Miss,alone
528,0,1,male,221.7792,S,adult,Mr,alone
529,0,3,male,7.925,S,adult,Mr,alone
530,0,2,male,11.5,S,adult,Mr,largefamily
531,1,2,female,26.0,S,child,Miss,midfamily
532,0,3,male,7.2292,C,adult,Mr,alone
533,0,3,male,7.2292,C,adult,Mr,midfamily
534,1,3,female,22.3583,C,adult,Mrs,midfamily
535,0,3,female,8.6625,S,adult,Miss,alone
536,1,2,female,26.25,S,child,Miss,midfamily
537,0,1,male,26.55,S,adult,rare,alone
538,1,1,female,106.425,C,adult,Miss,alone
539,0,3,male,14.5,S,adult,Mr,alone
540,1,1,female,49.5,C,adult,Miss,midfamily
541,1,1,female,71.0,S,adult,Miss,midfamily
542,0,3,female,31.275,S,child,Miss,largefamily
543,0,3,female,31.275,S,child,Miss,largefamily
544,1,2,male,26.0,S,adult,Mr,midfamily
545,0,1,male,106.425,C,adult,Mr,midfamily
546,0,1,male,26.0,S,old,Mr,alone
547,1,2,female,26.0,S,adult,Mrs,midfamily
548,1,2,male,13.8625,C,adult,Mr,alone
549,0,3,male,20.525,S,adult,Mr,midfamily
550,1,2,male,36.75,S,child,Master,midfamily
551,1,1,male,110.8833,C,adult,Mr,midfamily
552,0,2,male,26.0,S,adult,Mr,alone
553,0,3,male,7.8292,Q,adult,Mr,alone
554,1,3,male,7.225,C,adult,Mr,alone
555,1,3,female,7.775,S,adult,Miss,alone
556,0,1,male,26.55,S,old,Mr,alone
557,1,1,female,39.6,C,adult,Mrs,midfamily
558,0,1,male,227.525,C,adult,Mr,alone
559,1,1,female,79.65,S,adult,Mrs,midfamily
560,1,3,female,17.4,S,adult,Mrs,midfamily
561,0,3,male,7.75,Q,adult,Mr,alone
562,0,3,male,7.8958,S,adult,Mr,alone
563,0,2,male,13.5,S,adult,Mr,alone
564,0,3,male,8.05,S,adult,Mr,alone
565,0,3,female,8.05,S,adult,Miss,alone
566,0,3,male,24.15,S,adult,Mr,midfamily
567,0,3,male,7.8958,S,adult,Mr,alone
568,0,3,female,21.075,S,adult,Mrs,largefamily
569,0,3,male,7.2292,C,adult,Mr,alone
570,1,3,male,7.8542,S,adult,Mr,alone
571,1,2,male,10.5,S,old,Mr,alone
572,1,1,female,51.4792,S,adult,Mrs,midfamily
573,1,1,male,26.3875,S,adult,Mr,alone
574,1,3,female,7.75,Q,adult,Miss,alone
575,0,3,male,8.05,S,adult,Mr,alone
576,0,3,male,14.5,S,adult,Mr,alone
577,1,2,female,13.0,S,adult,Miss,alone
578,1,1,female,55.9,S,adult,Mrs,midfamily
579,0,3,female,14.4583,C,adult,Mrs,midfamily
580,1,3,male,7.925,S,adult,Mr,alone
581,1,2,female,30.0,S,adult,Miss,midfamily
582,1,1,female,110.8833,C,adult,Mrs,midfamily
583,0,2,male,26.0,S,adult,Mr,alone
584,0,1,male,40.125,C,adult,Mr,alone
585,0,3,male,8.7125,C,adult,Mr,alone
586,1,1,female,79.65,S,adult,Miss,midfamily
587,0,2,male,15.0,S,adult,Mr,alone
588,1,1,male,79.2,C,adult,Mr,midfamily
589,0,3,male,8.05,S,adult,Mr,alone
590,0,3,male,8.05,S,adult,Mr,alone
591,0,3,male,7.125,S,adult,Mr,alone
592,1,1,female,78.2667,C,adult,Mrs,midfamily
593,0,3,male,7.25,S,adult,Mr,alone
594,0,3,female,7.75,Q,adult,Miss,midfamily
595,0,2,male,26.0,S,adult,Mr,midfamily
596,0,3,male,24.15,S,adult,Mr,midfamily
597,1,2,female,33.0,S,adult,Miss,alone
598,0,3,male,0.0,S,adult,Mr,alone
599,0,3,male,7.225,C,adult,Mr,alone
600,1,1,male,56.9292,C,adult,rare,midfamily
601,1,2,female,27.0,S,adult,Mrs,largefamily
602,0,3,male,7.8958,S,adult,Mr,alone
603,0,1,male,42.4,S,adult,Mr,alone
604,0,3,male,8.05,S,adult,Mr,alone
605,1,1,male,26.55,C,adult,Mr,alone
606,0,3,male,15.55,S,adult,Mr,midfamily
607,0,3,male,7.8958,S,adult,Mr,alone
608,1,1,male,30.5,S,adult,Mr,alone
609,1,2,female,41.5792,C,adult,Mrs,largefamily
610,1,1,female,153.4625,S,adult,Miss,alone
611,0,3,female,31.275,S,adult,Mrs,largefamily
612,0,3,male,7.05,S,adult,Mr,alone
613,1,3,female,15.5,Q,adult,Miss,midfamily
614,0,3,male,7.75,Q,adult,Mr,alone
615,0,3,male,8.05,S,adult,Mr,alone
616,1,2,female,65.0,S,adult,Miss,largefamily
617,0,3,male,14.4,S,adult,Mr,midfamily
618,0,3,female,16.1,S,adult,Mrs,midfamily
619,1,2,female,39.0,S,child,Miss,largefamily
620,0,2,male,10.5,S,adult,Mr,alone
621,0,3,male,14.4542,C,adult,Mr,midfamily
622,1,1,male,52.5542,S,adult,Mr,midfamily
623,1,3,male,15.7417,C,adult,Mr,midfamily
624,0,3,male,7.8542,S,adult,Mr,alone
625,0,3,male,16.1,S,adult,Mr,alone
626,0,1,male,32.3208,S,old,Mr,alone
627,0,2,male,12.35,Q,adult,rare,alone
628,1,1,female,77.9583,S,adult,Miss,alone
629,0,3,male,7.8958,S,adult,Mr,alone
630,0,3,male,7.7333,Q,adult,Mr,alone
631,1,1,male,30.0,S,old,Mr,alone
632,0,3,male,7.0542,S,adult,Mr,alone
633,1,1,male,30.5,C,adult,rare,alone
634,0,1,male,0.0,S,adult,Mr,alone
635,0,3,female,27.9,S,child,Miss,largefamily
636,1,2,female,13.0,S,adult,Miss,alone
637,0,3,male,7.925,S,adult,Mr,alone
638,0,2,male,26.25,S,adult,Mr,midfamily
639,0,3,female,39.6875,S,adult,Mrs,largefamily
640,0,3,male,16.1,S,adult,Mr,midfamily
641,0,3,male,7.8542,S,adult,Mr,alone
642,1,1,female,69.3,C,adult,Mrs,alone
643,0,3,female,27.9,S,child,Miss,largefamily
644,1,3,male,56.4958,S,adult,Mr,alone
645,1,3,female,19.2583,C,child,Miss,largefamily
646,1,1,male,76.7292,C,adult,Mr,midfamily
647,0,3,male,7.8958,S,adult,Mr,alone
648,1,1,male,35.5,C,adult,rare,alone
649,0,3,male,7.55,S,adult,Mr,alone
650,1,3,female,7.55,S,adult,Miss,alone
651,0,3,male,7.8958,S,adult,Mr,alone
652,1,2,female,23.0,S,adult,Miss,midfamily
653,0,3,male,8.4333,S,adult,Mr,alone
654,1,3,female,7.8292,Q,adult,Miss,alone
655,0,3,female,6.75,Q,adult,Miss,alone
656,0,2,male,73.5,S,adult,Mr,midfamily
657,0,3,male,7.8958,S,adult,Mr,alone
658,0,3,female,15.5,Q,adult,Mrs,midfamily
659,0,2,male,13.0,S,adult,Mr,alone
660,0,1,male,113.275,C,adult,Mr,midfamily
661,1,1,male,133.65,S,adult,rare,midfamily
662,0,3,male,7.225,C,adult,Mr,alone
663,0,1,male,25.5875,S,adult,Mr,alone
664,0,3,male,7.4958,S,adult,Mr,alone
665,1,3,male,7.925,S,adult,Mr,midfamily
666,0,2,male,73.5,S,adult,Mr,midfamily
667,0,2,male,13.0,S,adult,Mr,alone
668,0,3,male,7.775,S,adult,Mr,alone
669,0,3,male,8.05,S,adult,Mr,alone
670,1,1,female,52.0,S,adult,Mrs,midfamily
671,1,2,female,39.0,S,adult,Mrs,midfamily
672,0,1,male,52.0,S,adult,Mr,midfamily
673,0,2,male,10.5,S,old,Mr,alone
674,1,2,male,13.0,S,adult,Mr,alone
675,0,2,male,0.0,S,adult,Mr,alone
676,0,3,male,7.775,S,adult,Mr,alone
677,0,3,male,8.05,S,adult,Mr,alone
678,1,3,female,9.8417,S,adult,Miss,alone
679,0,3,female,46.9,S,adult,Mrs,largefamily
680,1,1,male,512.3292,C,adult,Mr,midfamily
681,0,3,female,8.1375,Q,adult,Miss,alone
682,1,1,male,76.7292,C,adult,Mr,alone
683,0,3,male,9.225,S,adult,Mr,alone
684,0,3,male,46.9,S,child,Mr,largefamily
685,0,2,male,39.0,S,adult,Mr,midfamily
686,0,2,male,41.5792,C,adult,Mr,largefamily
687,0,3,male,39.6875,S,child,Mr,largefamily
688,0,3,male,10.1708,S,adult,Mr,alone
689,0,3,male,7.7958,S,adult,Mr,alone
690,1,1,female,211.3375,S,child,Miss,midfamily
691,1,1,male,57.0,S,adult,Mr,midfamily
692,1,3,female,13.4167,C,child,Miss,midfamily
693,1,3,male,56.4958,S,adult,Mr,alone
694,0,3,male,7.225,C,adult,Mr,alone
695,0,1,male,26.55,S,adult,rare,alone
696,0,2,male,13.5,S,adult,Mr,alone
697,0,3,male,8.05,S,adult,Mr,alone
698,1,3,female,7.7333,Q,adult,Miss,alone
699,0,1,male,110.8833,C,adult,Mr,midfamily
700,0,3,male,7.65,S,adult,Mr,alone
701,1,1,female,227.525,C,adult,Mrs,midfamily
702,1,1,male,26.2875,S,adult,Mr,alone
703,0,3,female,14.4542,C,adult,Miss,midfamily
704,0,3,male,7.7417,Q,adult,Mr,alone
705,0,3,male,7.8542,S,adult,Mr,midfamily
706,0,2,male,26.0,S,adult,Mr,alone
707,1,2,female,13.5,S,adult,Mrs,alone
708,1,1,male,26.2875,S,adult,Mr,alone
709,1,1,female,151.55,S,adult,Miss,alone
710,1,3,male,15.2458,C,adult,Master,midfamily
711,1,1,female,49.5042,C,adult,Mrs,alone
712,0,1,male,26.55,S,adult,Mr,alone
713,1,1,male,52.0,S,adult,Mr,midfamily
714,0,3,male,9.4833,S,adult,Mr,alone
715,0,2,male,13.0,S,adult,Mr,alone
716,0,3,male,7.65,S,adult,Mr,alone
717,1,1,female,227.525,C,adult,Miss,alone
718,1,2,female,10.5,S,adult,Miss,alone
719,0,3,male,15.5,Q,adult,Mr,alone
720,0,3,male,7.775,S,adult,Mr,alone
721,1,2,female,33.0,S,child,Miss,midfamily
722,0,3,male,7.0542,S,adult,Mr,midfamily
723,0,2,male,13.0,S,adult,Mr,alone
724,0,2,male,13.0,S,adult,Mr,alone
725,1,1,male,53.1,S,adult,Mr,midfamily
726,0,3,male,8.6625,S,adult,Mr,alone
727,1,2,female,21.0,S,adult,Mrs,largefamily
728,1,3,female,7.7375,Q,adult,Miss,alone
729,0,2,male,26.0,S,adult,Mr,midfamily
730,0,3,female,7.925,S,adult,Miss,midfamily
731,1,1,female,211.3375,S,adult,Miss,alone
732,0,3,male,18.7875,C,child,Mr,alone
733,0,2,male,0.0,S,adult,Mr,alone
734,0,2,male,13.0,S,adult,Mr,alone
735,0,2,male,13.0,S,adult,Mr,alone
736,0,3,male,16.1,S,adult,Mr,alone
737,0,3,female,34.375,S,adult,Mrs,largefamily
738,1,1,male,512.3292,C,adult,Mr,alone
739,0,3,male,7.8958,S,adult,Mr,alone
740,0,3,male,7.8958,S,adult,Mr,alone
741,1,1,male,30.0,S,adult,Mr,alone
742,0,1,male,78.85,S,adult,Mr,midfamily
743,1,1,female,262.375,C,adult,Miss,largefamily
744,0,3,male,16.1,S,adult,Mr,midfamily
745,1,3,male,7.925,S,adult,Mr,alone
746,0,1,male,71.0,S,old,rare,midfamily
747,0,3,male,20.25,S,adult,Mr,midfamily
748,1,2,female,13.0,S,adult,Miss,alone
749,0,1,male,53.1,S,adult,Mr,midfamily
750,0,3,male,7.75,Q,adult,Mr,alone
751,1,2,female,23.0,S,child,Miss,midfamily
752,1,3,male,12.475,S,child,Master,midfamily
753,0,3,male,9.5,S,adult,Mr,alone
754,0,3,male,7.8958,S,adult,Mr,alone
755,1,2,female,65.0,S,adult,Mrs,largefamily
756,1,2,male,14.5,S,child,Master,midfamily
757,0,3,male,7.7958,S,adult,Mr,alone
758,0,2,male,11.5,S,adult,Mr,alone
759,0,3,male,8.05,S,adult,Mr,alone
760,1,1,female,86.5,S,adult,rare,alone
761,0,3,male,14.5,S,adult,Mr,alone
762,0,3,male,7.125,S,adult,Mr,alone
763,1,3,male,7.2292,C,adult,Mr,alone
764,1,1,female,120.0,S,adult,Mrs,largefamily
765,0,3,male,7.775,S,adult,Mr,alone
766,1,1,female,77.9583,S,adult,Mrs,midfamily
767,0,1,male,39.6,C,adult,rare,alone
768,0,3,female,7.75,Q,adult,Miss,alone
769,0,3,male,24.15,Q,adult,Mr,midfamily
770,0,3,male,8.3625,S,adult,Mr,alone
771,0,3,male,9.5,S,adult,Mr,alone
772,0,3,male,7.8542,S,adult,Mr,alone
773,0,2,female,10.5,S,adult,Mrs,alone
774,0,3,male,7.225,C,adult,Mr,alone
775,1,2,female,23.0,S,adult,Mrs,largefamily
776,0,3,male,7.75,S,adult,Mr,alone
777,0,3,male,7.75,Q,adult,Mr,alone
778,1,3,female,12.475,S,child,Miss,alone
779,0,3,male,7.7375,Q,adult,Mr,alone
780,1,1,female,211.3375,S,adult,Mrs,midfamily
781,1,3,female,7.2292,C,child,Miss,alone
782,1,1,female,57.0,S,adult,Mrs,midfamily
783,0,1,male,30.0,S,adult,Mr,alone
784,0,3,male,23.45,S,adult,Mr,largefamily
785,0,3,male,7.05,S,adult,Mr,alone
786,0,3,male,7.25,S,adult,Mr,alone
787,1,3,female,7.4958,S,adult,Miss,alone
788,0,3,male,29.125,Q,child,Master,largefamily
789,1,3,male,20.575,S,child,Master,largefamily
790,0,1,male,79.2,C,adult,Mr,alone
791,0,3,male,7.75,Q,adult,Mr,alone
792,0,2,male,26.0,S,adult,Mr,alone
793,0,3,female,69.55,S,adult,Miss,
794,0,1,male,30.6958,C,adult,Mr,alone
795,0,3,male,7.8958,S,adult,Mr,alone
796,0,2,male,13.0,S,adult,Mr,alone
797,1,1,female,25.9292,S,adult,rare,alone
798,1,3,female,8.6833,S,adult,Mrs,alone
799,0,3,male,7.2292,C,adult,Mr,alone
800,0,3,female,24.15,S,adult,Mrs,midfamily
801,0,2,male,13.0,S,adult,Mr,alone
802,1,2,female,26.25,S,adult,Mrs,midfamily
803,1,1,male,120.0,S,child,Master,largefamily
804,1,3,male,8.5167,C,child,Master,midfamily
805,1,3,male,6.975,S,adult,Mr,alone
806,0,3,male,7.775,S,adult,Mr,alone
807,0,1,male,0.0,S,adult,Mr,alone
808,0,3,female,7.775,S,adult,Miss,alone
809,0,2,male,13.0,S,adult,Mr,alone
810,1,1,female,53.1,S,adult,Mrs,midfamily
811,0,3,male,7.8875,S,adult,Mr,alone
812,0,3,male,24.15,S,adult,Mr,alone
813,0,2,male,10.5,S,adult,Mr,alone
814,0,3,female,31.275,S,child,Miss,largefamily
815,0,3,male,8.05,S,adult,Mr,alone
816,0,1,male,0.0,S,adult,Mr,alone
817,0,3,female,7.925,S,adult,Miss,alone
818,0,2,male,37.0042,C,adult,Mr,midfamily
819,0,3,male,6.45,S,adult,Mr,alone
820,0,3,male,27.9,S,child,Master,largefamily
821,1,1,female,93.5,S,adult,Mrs,midfamily
822,1,3,male,8.6625,S,adult,Mr,alone
823,0,1,male,0.0,S,adult,rare,alone
824,1,3,female,12.475,S,adult,Mrs,midfamily
825,0,3,male,39.6875,S,child,Master,largefamily
826,0,3,male,6.95,Q,adult,Mr,alone
827,0,3,male,56.4958,S,adult,Mr,alone
828,1,2,male,37.0042,C,child,Master,midfamily
829,1,3,male,7.75,Q,adult,Mr,alone
831,1,3,female,14.4542,C,child,Mrs,midfamily
832,1,2,male,18.75,S,child,Master,midfamily
833,0,3,male,7.2292,C,adult,Mr,alone
834,0,3,male,7.8542,S,adult,Mr,alone
835,0,3,male,8.3,S,adult,Mr,alone
836,1,1,female,83.1583,C,adult,Miss,midfamily
837,0,3,male,8.6625,S,adult,Mr,alone
838,0,3,male,8.05,S,adult,Mr,alone
839,1,3,male,56.4958,S,adult,Mr,alone
840,1,1,male,29.7,C,adult,Mr,alone
841,0,3,male,7.925,S,adult,Mr,alone
842,0,2,male,10.5,S,adult,Mr,alone
843,1,1,female,31.0,C,adult,Miss,alone
844,0,3,male,6.4375,C,adult,Mr,alone
845,0,3,male,8.6625,S,adult,Mr,alone
846,0,3,male,7.55,S,adult,Mr,alone
847,0,3,male,69.55,S,adult,Mr,
848,0,3,male,7.8958,C,adult,Mr,alone
849,0,2,male,33.0,S,adult,rare,midfamily
850,1,1,female,89.1042,C,adult,Mrs,midfamily
851,0,3,male,31.275,S,child,Master,largefamily
852,0,3,male,7.775,S,old,Mr,alone
853,0,3,female,15.2458,C,child,Miss,midfamily
854,1,1,female,39.4,S,adult,Miss,midfamily
855,0,2,female,26.0,S,adult,Mrs,midfamily
856,1,3,female,9.35,S,adult,Mrs,midfamily
857,1,1,female,164.8667,S,adult,Mrs,midfamily
858,1,1,male,26.55,S,adult,Mr,alone
859,1,3,female,19.2583,C,adult,Mrs,largefamily
860,0,3,male,7.2292,C,adult,Mr,alone
861,0,3,male,14.1083,S,adult,Mr,midfamily
862,0,2,male,11.5,S,adult,Mr,midfamily
863,1,1,female,25.9292,S,adult,Mrs,alone
864,0,3,female,69.55,S,adult,Miss,
865,0,2,male,13.0,S,adult,Mr,alone
866,1,2,female,13.0,S,adult,Mrs,alone
867,1,2,female,13.8583,C,adult,Miss,midfamily
868,0,1,male,50.4958,S,adult,Mr,alone
869,0,3,male,9.5,S,adult,Mr,alone
870,1,3,male,11.1333,S,child,Master,midfamily
871,0,3,male,7.8958,S,adult,Mr,alone
872,1,1,female,52.5542,S,adult,Mrs,midfamily
873,0,1,male,5.0,S,adult,Mr,alone
874,0,3,male,9.0,S,adult,Mr,alone
875,1,2,female,24.0,C,adult,Mrs,midfamily
876,1,3,female,7.225,C,child,Miss,alone
877,0,3,male,9.8458,S,adult,Mr,alone
878,0,3,male,7.8958,S,adult,Mr,alone
879,0,3,male,7.8958,S,adult,Mr,alone
880,1,1,female,83.1583,C,adult,Mrs,midfamily
881,1,2,female,26.0,S,adult,Mrs,midfamily
882,0,3,male,7.8958,S,adult,Mr,alone
883,0,3,female,10.5167,S,adult,Miss,alone
884,0,2,male,10.5,S,adult,Mr,alone
885,0,3,male,7.05,S,adult,Mr,alone
886,0,3,female,29.125,Q,adult,Mrs,largefamily
887,0,2,male,13.0,S,adult,rare,alone
888,1,1,female,30.0,S,adult,Miss,alone
889,0,3,female,23.45,S,adult,Miss,largefamily
890,1,1,male,30.0,C,adult,Mr,alone
891,0,3,male,7.75,Q,adult,Mr,alone
